itle,Type,Genre,ReleaseYear,Rating,Duration,Country,Score,Decade,ScoreColor,isSeries
Title 1717,TV Show,Action,1972,R,2 Seasons,South Korea,5,1970,"#00FF00",false
Title 1718,TV Show,Drama,2005,PG,2 Seasons,United Kingdom,1,2000,"#CC3300",false
Title 1719,TV Show,Sci-Fi,1967,TV-14,3 Seasons,United States,4,1960,"#32CC00",false
Title 1720,Movie,Documentary,2014,PG-13,3 Seasons,Japan,2,2010,"#996600",false
Title 1721,TV Show,Drama,2017,PG,150 min,India,4,2010,"#32CC00",true
Title 1722,Movie,Drama,1981,TV-MA,73 min,Australia,4,1980,"#32CC00",true
Title 1723,TV Show,Sci-Fi,2007,TV-PG,1 Seasons,United States,5,2000,"#00FF00",false
Title 1724,Movie,Romance,1961,PG-13,176 min,Germany,2,1960,"#996600",true
Title 1725,TV Show,Horror,1987,TV-PG,86 min,Germany,1,1980,"#CC3300",true
Title 1726,TV Show,Horror,2015,R,3 Seasons,South Korea,5,2010,"#00FF00",false
Title 1727,Movie,Thriller,1991,TV-MA,3 Seasons,Australia,4,1990,"#32CC00",false
Title 1728,Movie,Documentary,1975,PG-13,179 min,Canada,3,1970,"#659900",true
Title 1729,TV Show,Documentary,1967,TV-PG,1 Seasons,Canada,4,1960,"#32CC00",false
Title 1730,Movie,Action,2002,TV-PG,1 Seasons,United States,0,2000,"#FF0000",false
Title 1731,TV Show,Thriller,2006,TV-MA,174 min,United States,4,2000,"#32CC00",true
Title 1732,TV Show,Comedy,1986,G,2 Seasons,South Korea,0,1980,"#FF0000",false
Title 1733,TV Show,Horror,1964,TV-PG,72 min,United States,4,1960,"#32CC00",true
Title 1734,TV Show,Thriller,1966,PG-13,3 Seasons,Canada,1,1960,"#CC3300",false
Title 1735,TV Show,Horror,1994,TV-14,157 min,United States,5,1990,"#00FF00",true
Title 1736,TV Show,Romance,1972,PG,3 Seasons,United States,5,1970,"#00FF00",false
Title 1737,Movie,Documentary,2007,PG-13,84 min,United States,5,2000,"#00FF00",true
Title 1738,TV Show,Romance,1963,R,3 Seasons,Germany,5,1960,"#00FF00",false
Title 1739,Movie,Horror,1975,G,102 min,Australia,2,1970,"#996600",true
Title 1740,Movie,Action,1980,TV-14,3 Seasons,Germany,3,1980,"#659900",false
Title 1741,TV Show,Romance,1957,PG-13,93 min,South Korea,3,1950,"#659900",true
Title 1742,TV Show,Comedy,1956,PG,62 min,Canada,1,1950,"#CC3300",true
Title 1743,Movie,Drama,1976,TV-14,1 Seasons,South Korea,1,1970,"#CC3300",false
Title 1744,TV Show,Sci-Fi,1965,PG-13,135 min,India,1,1960,"#CC3300",true
Title 1745,TV Show,Comedy,2018,PG,1 Seasons,Germany,3,2010,"#659900",false
Title 1746,TV Show,Action,1952,TV-PG,92 min,India,1,1950,"#CC3300",true
Title 1747,Movie,Horror,2014,TV-14,1 Seasons,India,0,2010,"#FF0000",false
Title 1748,Movie,Documentary,1968,TV-PG,1 Seasons,Australia,3,1960,"#659900",false
Title 1749,TV Show,Romance,1971,PG,3 Seasons,Japan,0,1970,"#FF0000",false
Title 1750,Movie,Sci-Fi,2004,TV-MA,136 min,South Korea,0,2000,"#FF0000",true
Title 1751,Movie,Drama,1994,PG,88 min,United States,0,1990,"#FF0000",true
Title 1752,TV Show,Documentary,1977,PG,1 Seasons,Japan,4,1970,"#32CC00",false
Title 1753,TV Show,Comedy,1972,TV-14,86 min,India,5,1970,"#00FF00",true
Title 1754,TV Show,Documentary,1980,R,1 Seasons,Canada,0,1980,"#FF0000",false
Title 1755,Movie,Action,1997,TV-PG,112 min,United Kingdom,5,1990,"#00FF00",true
Title 1756,TV Show,Drama,1950,R,93 min,India,4,1950,"#32CC00",true
Title 1757,TV Show,Sci-Fi,1985,TV-MA,2 Seasons,United States,1,1980,"#CC3300",false
Title 1758,TV Show,Drama,2005,TV-14,3 Seasons,Canada,4,2000,"#32CC00",false
Title 1759,TV Show,Romance,1992,TV-14,145 min,Germany,4,1990,"#32CC00",true
Title 1760,Movie,Thriller,2005,PG,1 Seasons,United States,1,2000,"#CC3300",false
Title 1761,TV Show,Thriller,1976,TV-14,1 Seasons,Japan,4,1970,"#32CC00",false
Title 1762,Movie,Action,1974,TV-MA,142 min,Australia,2,1970,"#996600",true
Title 1763,TV Show,Horror,2005,TV-PG,86 min,United Kingdom,4,2000,"#32CC00",true
Title 1764,Movie,Sci-Fi,1976,G,1 Seasons,Canada,0,1970,"#FF0000",false
Title 1765,Movie,Comedy,2003,TV-14,1 Seasons,India,5,2000,"#00FF00",false
Title 1766,Movie,Thriller,1990,TV-14,164 min,United States,4,1990,"#32CC00",true
Title 1767,Movie,Horror,2020,R,115 min,India,3,2020,"#659900",true
Title 1768,TV Show,Sci-Fi,1967,PG,1 Seasons,United States,3,1960,"#659900",false
Title 1769,Movie,Action,1977,TV-MA,146 min,Germany,5,1970,"#00FF00",true
Title 1770,TV Show,Sci-Fi,1978,PG-13,143 min,Germany,3,1970,"#659900",true
Title 1771,TV Show,Thriller,2016,R,1 Seasons,South Korea,2,2010,"#996600",false
Title 1772,Movie,Horror,1965,R,3 Seasons,United Kingdom,1,1960,"#CC3300",false
Title 1773,TV Show,Action,2004,TV-PG,162 min,Canada,4,2000,"#32CC00",true
Title 1774,TV Show,Action,1962,TV-MA,2 Seasons,Japan,3,1960,"#659900",false
Title 1775,Movie,Documentary,1971,PG,77 min,United States,1,1970,"#CC3300",true
Title 1776,TV Show,Drama,1952,PG-13,3 Seasons,Japan,3,1950,"#659900",false
Title 1777,TV Show,Action,2012,PG-13,167 min,Canada,0,2010,"#FF0000",true
Title 1778,TV Show,Thriller,1961,TV-MA,175 min,Japan,0,1960,"#FF0000",true
Title 1779,TV Show,Documentary,1955,G,3 Seasons,Canada,2,1950,"#996600",false
Title 1780,Movie,Romance,1971,TV-MA,82 min,United States,3,1970,"#659900",true
Title 1781,TV Show,Documentary,1954,TV-PG,2 Seasons,Canada,4,1950,"#32CC00",false
Title 1782,TV Show,Documentary,1950,TV-PG,77 min,Canada,4,1950,"#32CC00",true
Title 1783,TV Show,Action,1996,PG,84 min,United Kingdom,4,1990,"#32CC00",true
Title 1784,Movie,Thriller,1978,G,1 Seasons,Canada,2,1970,"#996600",false
Title 1785,Movie,Action,1985,G,136 min,Germany,5,1980,"#00FF00",true
Title 1786,TV Show,Horror,2020,G,159 min,United Kingdom,3,2020,"#659900",true
Title 1787,Movie,Comedy,2006,TV-MA,2 Seasons,South Korea,0,2000,"#FF0000",false
Title 1788,TV Show,Drama,1993,PG,3 Seasons,South Korea,0,1990,"#FF0000",false
Title 1789,Movie,Horror,1984,PG,150 min,Germany,1,1980,"#CC3300",true
Title 1790,Movie,Action,2003,PG-13,160 min,South Korea,4,2000,"#32CC00",true
Title 1791,Movie,Drama,1986,PG-13,79 min,United States,2,1980,"#996600",true
Title 1792,Movie,Horror,1974,R,3 Seasons,Canada,0,1970,"#FF0000",false
Title 1793,TV Show,Documentary,1959,R,174 min,Canada,0,1950,"#FF0000",true
Title 1794,Movie,Drama,1955,TV-14,1 Seasons,South Korea,4,1950,"#32CC00",false
Title 1795,TV Show,Documentary,1990,TV-14,2 Seasons,Germany,5,1990,"#00FF00",false
Title 1796,Movie,Horror,1996,PG-13,126 min,Japan,1,1990,"#CC3300",true
Title 1797,Movie,Sci-Fi,2013,TV-PG,146 min,Japan,3,2010,"#659900",true
Title 1798,TV Show,Action,1974,PG-13,2 Seasons,Germany,5,1970,"#00FF00",false
Title 1799,TV Show,Comedy,1983,TV-14,3 Seasons,Australia,0,1980,"#FF0000",false
Title 1800,TV Show,Comedy,2012,TV-MA,1 Seasons,Canada,2,2010,"#996600",false
Title 1801,Movie,Drama,2023,PG,134 min,Australia,2,2020,"#996600",true
Title 1802,Movie,Action,1978,TV-PG,65 min,United Kingdom,2,1970,"#996600",true
Title 1803,TV Show,Drama,1993,TV-MA,1 Seasons,United States,5,1990,"#00FF00",false
Title 1804,Movie,Action,1986,G,1 Seasons,Germany,5,1980,"#00FF00",false
Title 1805,Movie,Horror,1965,G,164 min,Canada,2,1960,"#996600",true
Title 1806,TV Show,Documentary,1992,R,171 min,Australia,2,1990,"#996600",true
Title 1807,TV Show,Drama,1976,G,1 Seasons,Japan,0,1970,"#FF0000",false
Title 1808,TV Show,Sci-Fi,1990,G,1 Seasons,Germany,0,1990,"#FF0000",false
Title 1809,TV Show,Sci-Fi,1957,TV-MA,3 Seasons,India,1,1950,"#CC3300",false
Title 1810,Movie,Documentary,1961,TV-MA,165 min,United States,2,1960,"#996600",true
Title 1811,Movie,Sci-Fi,2008,TV-14,69 min,United Kingdom,4,2000,"#32CC00",true
Title 1812,Movie,Horror,1956,G,155 min,Japan,3,1950,"#659900",true
Title 1813,TV Show,Thriller,1988,TV-PG,1 Seasons,United States,3,1980,"#659900",false
Title 1814,Movie,Drama,2016,TV-14,3 Seasons,United States,0,2010,"#FF0000",false
Title 1815,Movie,Action,2003,PG-13,1 Seasons,India,2,2000,"#996600",false
Title 1816,Movie,Horror,1995,G,155 min,Japan,4,1990,"#32CC00",true
Title 1817,TV Show,Sci-Fi,2007,TV-PG,3 Seasons,Australia,4,2000,"#32CC00",false
Title 1818,Movie,Romance,1985,PG,2 Seasons,United Kingdom,0,1980,"#FF0000",false
Title 1819,Movie,Horror,1976,PG-13,1 Seasons,United Kingdom,0,1970,"#FF0000",false
Title 1820,TV Show,Action,1979,G,68 min,Canada,2,1970,"#996600",true
Title 1821,TV Show,Comedy,1962,TV-PG,2 Seasons,India,2,1960,"#996600",false
Title 1822,Movie,Comedy,1953,PG-13,3 Seasons,Canada,0,1950,"#FF0000",false
Title 1823,TV Show,Documentary,2019,TV-PG,141 min,India,2,2010,"#996600",true
Title 1824,TV Show,Drama,2021,G,74 min,United States,1,2020,"#CC3300",true
Title 1825,Movie,Thriller,1990,TV-PG,1 Seasons,Australia,4,1990,"#32CC00",false
Title 1826,TV Show,Romance,1973,TV-PG,3 Seasons,Australia,1,1970,"#CC3300",false
Title 1827,Movie,Thriller,2000,R,3 Seasons,South Korea,3,2000,"#659900",false
Title 1828,TV Show,Thriller,1973,TV-MA,3 Seasons,Japan,2,1970,"#996600",false
Title 1829,TV Show,Documentary,1974,G,91 min,South Korea,0,1970,"#FF0000",true
Title 1830,Movie,Romance,1989,TV-PG,3 Seasons,United States,1,1980,"#CC3300",false
Title 1831,TV Show,Sci-Fi,1973,G,3 Seasons,Australia,4,1970,"#32CC00",false
Title 1832,TV Show,Drama,1963,TV-14,123 min,United Kingdom,5,1960,"#00FF00",true
Title 1833,TV Show,Sci-Fi,1973,TV-14,158 min,Japan,4,1970,"#32CC00",true
Title 1834,Movie,Horror,1982,TV-PG,2 Seasons,Canada,3,1980,"#659900",false
Title 1835,TV Show,Horror,2014,PG,1 Seasons,Canada,1,2010,"#CC3300",false
Title 1836,Movie,Action,2003,R,2 Seasons,Germany,2,2000,"#996600",false
Title 1837,TV Show,Sci-Fi,2003,TV-14,143 min,Japan,1,2000,"#CC3300",true
Title 1838,Movie,Documentary,1989,R,3 Seasons,Germany,0,1980,"#FF0000",false
Title 1839,TV Show,Sci-Fi,1959,G,147 min,United Kingdom,4,1950,"#32CC00",true
Title 1840,Movie,Romance,1970,TV-PG,2 Seasons,South Korea,4,1970,"#32CC00",false
Title 1841,Movie,Sci-Fi,1989,TV-MA,2 Seasons,Australia,2,1980,"#996600",false
Title 1842,Movie,Thriller,2012,TV-PG,2 Seasons,United States,5,2010,"#00FF00",false
Title 1843,TV Show,Romance,2023,TV-14,180 min,Canada,1,2020,"#CC3300",true
Title 1844,Movie,Romance,1952,TV-PG,1 Seasons,United States,1,1950,"#CC3300",false
Title 1845,TV Show,Drama,1954,TV-MA,118 min,South Korea,4,1950,"#32CC00",true
Title 1846,TV Show,Documentary,2015,PG-13,2 Seasons,South Korea,0,2010,"#FF0000",false
Title 1847,TV Show,Action,1970,PG-13,3 Seasons,Canada,2,1970,"#996600",false
Title 1848,TV Show,Action,1996,PG-13,3 Seasons,India,2,1990,"#996600",false
Title 1849,Movie,Drama,1963,G,2 Seasons,Australia,1,1960,"#CC3300",false
Title 1850,Movie,Documentary,1998,R,161 min,United Kingdom,5,1990,"#00FF00",true
Title 1851,TV Show,Thriller,2009,TV-PG,68 min,Japan,0,2000,"#FF0000",true
Title 1852,Movie,Comedy,1984,TV-MA,81 min,Germany,3,1980,"#659900",true
Title 1853,Movie,Horror,1986,R,1 Seasons,India,5,1980,"#00FF00",false
Title 1854,Movie,Romance,2011,PG-13,2 Seasons,Germany,2,2010,"#996600",false
Title 1855,TV Show,Sci-Fi,2022,TV-14,1 Seasons,Canada,1,2020,"#CC3300",false
Title 1856,TV Show,Thriller,2002,PG,98 min,United States,0,2000,"#FF0000",true
Title 1857,Movie,Action,1961,PG,74 min,United States,3,1960,"#659900",true
Title 1858,Movie,Sci-Fi,1990,TV-PG,101 min,Japan,5,1990,"#00FF00",true
Title 1859,Movie,Sci-Fi,2010,TV-14,2 Seasons,South Korea,4,2010,"#32CC00",false
Title 1860,Movie,Comedy,1951,PG,2 Seasons,Canada,2,1950,"#996600",false
Title 1861,Movie,Documentary,2010,R,162 min,India,5,2010,"#00FF00",true
Title 1862,TV Show,Action,2012,R,1 Seasons,India,3,2010,"#659900",false
Title 1863,TV Show,Documentary,1974,R,2 Seasons,South Korea,0,1970,"#FF0000",false
Title 1864,TV Show,Thriller,2015,TV-14,130 min,Canada,5,2010,"#00FF00",true
Title 1865,TV Show,Action,1966,G,152 min,South Korea,0,1960,"#FF0000",true
Title 1866,Movie,Action,1981,TV-14,81 min,Canada,1,1980,"#CC3300",true
Title 1867,TV Show,Comedy,1995,G,103 min,Japan,1,1990,"#CC3300",true
Title 1868,TV Show,Action,1980,PG-13,166 min,United States,1,1980,"#CC3300",true
Title 1869,TV Show,Comedy,1958,G,2 Seasons,Canada,1,1950,"#CC3300",false
Title 1870,Movie,Action,1960,TV-14,155 min,Canada,1,1960,"#CC3300",true
Title 1871,TV Show,Romance,2005,TV-MA,2 Seasons,United States,4,2000,"#32CC00",false
Title 1872,Movie,Action,1989,PG-13,3 Seasons,South Korea,3,1980,"#659900",false
Title 1873,Movie,Action,1957,R,1 Seasons,United Kingdom,5,1950,"#00FF00",false
Title 1874,Movie,Documentary,1962,TV-MA,64 min,Canada,0,1960,"#FF0000",true
Title 1875,TV Show,Documentary,1963,TV-MA,80 min,United Kingdom,0,1960,"#FF0000",true
Title 1876,Movie,Comedy,1974,G,173 min,United States,0,1970,"#FF0000",true
Title 1877,TV Show,Romance,2014,PG-13,3 Seasons,Japan,4,2010,"#32CC00",false
Title 1878,TV Show,Thriller,2023,TV-14,68 min,United Kingdom,3,2020,"#659900",true
Title 1879,Movie,Drama,1959,PG,1 Seasons,United States,4,1950,"#32CC00",false
Title 1880,TV Show,Romance,1973,G,2 Seasons,Australia,4,1970,"#32CC00",false
Title 1881,TV Show,Documentary,1963,TV-MA,75 min,Canada,1,1960,"#CC3300",true
Title 1882,TV Show,Sci-Fi,1970,PG-13,133 min,Japan,4,1970,"#32CC00",true
Title 1883,Movie,Comedy,1981,G,1 Seasons,India,1,1980,"#CC3300",false
Title 1884,Movie,Action,1995,TV-PG,91 min,United Kingdom,1,1990,"#CC3300",true
Title 1885,Movie,Thriller,1999,TV-PG,3 Seasons,United States,1,1990,"#CC3300",false
Title 1886,Movie,Comedy,2003,TV-PG,120 min,India,5,2000,"#00FF00",true
Title 1887,TV Show,Thriller,1995,TV-PG,2 Seasons,United States,2,1990,"#996600",false
Title 1888,Movie,Action,1964,R,1 Seasons,Japan,4,1960,"#32CC00",false
Title 1889,TV Show,Romance,1997,TV-MA,1 Seasons,Canada,1,1990,"#CC3300",false
Title 1890,Movie,Action,2004,TV-14,174 min,India,5,2000,"#00FF00",true
Title 1891,Movie,Comedy,2005,G,1 Seasons,Germany,4,2000,"#32CC00",false
Title 1892,Movie,Romance,1973,PG-13,151 min,United States,2,1970,"#996600",true
Title 1893,Movie,Horror,2023,TV-PG,1 Seasons,South Korea,3,2020,"#659900",false
Title 1894,Movie,Horror,1980,TV-MA,65 min,Japan,0,1980,"#FF0000",true
Title 1895,TV Show,Drama,1961,R,136 min,United States,0,1960,"#FF0000",true
Title 1896,TV Show,Romance,1981,TV-MA,67 min,Canada,1,1980,"#CC3300",true
Title 1897,Movie,Horror,1985,R,2 Seasons,Canada,2,1980,"#996600",false
Title 1898,Movie,Thriller,1954,PG,3 Seasons,South Korea,4,1950,"#32CC00",false
Title 1899,Movie,Thriller,1953,R,71 min,Japan,5,1950,"#00FF00",true
Title 1900,Movie,Romance,1950,G,2 Seasons,South Korea,1,1950,"#CC3300",false
Title 1901,TV Show,Thriller,1983,TV-MA,86 min,South Korea,1,1980,"#CC3300",true
Title 1902,Movie,Thriller,1958,TV-MA,60 min,Canada,3,1950,"#659900",true
Title 1903,TV Show,Comedy,1989,PG,1 Seasons,Germany,5,1980,"#00FF00",false
Title 1904,TV Show,Comedy,1967,TV-MA,1 Seasons,South Korea,3,1960,"#659900",false
Title 1905,TV Show,Horror,1962,PG,119 min,South Korea,0,1960,"#FF0000",true
Title 1906,Movie,Sci-Fi,1991,G,1 Seasons,United Kingdom,2,1990,"#996600",false
Title 1907,Movie,Horror,2007,TV-MA,178 min,Australia,3,2000,"#659900",true
Title 1908,Movie,Comedy,1993,TV-MA,61 min,Canada,0,1990,"#FF0000",true
Title 1909,TV Show,Drama,1983,R,108 min,United States,1,1980,"#CC3300",true
Title 1910,TV Show,Documentary,1971,G,63 min,South Korea,4,1970,"#32CC00",true
Title 1911,Movie,Romance,1959,TV-14,76 min,South Korea,2,1950,"#996600",true
Title 1912,TV Show,Sci-Fi,1980,TV-PG,2 Seasons,Japan,1,1980,"#CC3300",false
Title 1913,TV Show,Drama,2022,G,71 min,United Kingdom,5,2020,"#00FF00",true
Title 1914,Movie,Comedy,1988,G,88 min,Japan,1,1980,"#CC3300",true
Title 1915,Movie,Documentary,1963,TV-14,1 Seasons,India,0,1960,"#FF0000",false
Title 1916,TV Show,Documentary,1952,G,1 Seasons,Germany,5,1950,"#00FF00",false
Title 1917,Movie,Sci-Fi,1979,G,172 min,United States,1,1970,"#CC3300",true
Title 1918,TV Show,Thriller,2008,TV-PG,88 min,South Korea,4,2000,"#32CC00",true
Title 1919,TV Show,Romance,2004,TV-14,170 min,Japan,2,2000,"#996600",true
Title 1920,TV Show,Horror,2004,G,127 min,United States,0,2000,"#FF0000",true
Title 1921,Movie,Romance,1996,TV-14,122 min,India,1,1990,"#CC3300",true
Title 1922,TV Show,Comedy,1963,TV-MA,2 Seasons,Japan,1,1960,"#CC3300",false
Title 1923,Movie,Horror,1966,TV-MA,1 Seasons,United States,4,1960,"#32CC00",false
Title 1924,TV Show,Thriller,1973,PG,170 min,Canada,2,1970,"#996600",true
Title 1925,TV Show,Comedy,2023,TV-14,115 min,Germany,0,2020,"#FF0000",true
Title 1926,TV Show,Comedy,2016,G,2 Seasons,Canada,0,2010,"#FF0000",false
Title 1927,TV Show,Comedy,1986,TV-14,116 min,Australia,1,1980,"#CC3300",true
Title 1928,TV Show,Action,2018,TV-14,165 min,Canada,2,2010,"#996600",true
Title 1929,Movie,Horror,2007,PG-13,3 Seasons,United Kingdom,1,2000,"#CC3300",false
Title 1930,TV Show,Action,2001,TV-14,166 min,Japan,3,2000,"#659900",true
Title 1931,TV Show,Romance,1968,G,90 min,Australia,2,1960,"#996600",true
Title 1932,Movie,Documentary,1966,TV-PG,179 min,United States,1,1960,"#CC3300",true
Title 1933,Movie,Horror,1955,TV-14,3 Seasons,South Korea,2,1950,"#996600",false
Title 1934,TV Show,Drama,2007,PG-13,132 min,Germany,4,2000,"#32CC00",true
Title 1935,Movie,Romance,1967,PG-13,1 Seasons,Japan,3,1960,"#659900",false
Title 1936,Movie,Comedy,2010,TV-MA,1 Seasons,Australia,4,2010,"#32CC00",false
Title 1937,TV Show,Drama,1958,PG-13,2 Seasons,Australia,5,1950,"#00FF00",false
Title 1938,Movie,Comedy,1991,R,170 min,United Kingdom,0,1990,"#FF0000",true
Title 1939,TV Show,Comedy,1953,G,2 Seasons,United States,1,1950,"#CC3300",false
Title 1940,TV Show,Comedy,2014,G,2 Seasons,Australia,0,2010,"#FF0000",false
Title 1941,TV Show,Comedy,2011,PG-13,3 Seasons,Canada,2,2010,"#996600",false
Title 1942,TV Show,Sci-Fi,2000,PG,2 Seasons,United Kingdom,3,2000,"#659900",false
Title 1943,Movie,Action,1966,PG,2 Seasons,Japan,3,1960,"#659900",false
Title 1944,TV Show,Drama,1971,TV-MA,147 min,Australia,1,1970,"#CC3300",true
Title 1945,Movie,Sci-Fi,1979,TV-14,1 Seasons,Australia,1,1970,"#CC3300",false
Title 1946,Movie,Comedy,1978,TV-MA,178 min,India,4,1970,"#32CC00",true
Title 1947,Movie,Comedy,1973,TV-MA,171 min,Japan,0,1970,"#FF0000",true
Title 1948,Movie,Drama,2011,TV-MA,135 min,Australia,0,2010,"#FF0000",true
Title 1949,Movie,Comedy,2007,R,3 Seasons,United Kingdom,1,2000,"#CC3300",false
Title 1950,Movie,Drama,1953,TV-MA,74 min,Australia,5,1950,"#00FF00",true
Title 1951,Movie,Horror,1955,TV-MA,1 Seasons,South Korea,0,1950,"#FF0000",false
Title 1952,Movie,Action,2022,TV-14,2 Seasons,Germany,1,2020,"#CC3300",false
Title 1953,Movie,Sci-Fi,2000,PG-13,3 Seasons,Canada,5,2000,"#00FF00",false
Title 1954,TV Show,Drama,1972,TV-14,3 Seasons,Canada,5,1970,"#00FF00",false
Title 1955,TV Show,Sci-Fi,1979,PG,144 min,Japan,1,1970,"#CC3300",true
Title 1956,Movie,Horror,1984,R,1 Seasons,India,1,1980,"#CC3300",false
Title 1957,TV Show,Sci-Fi,2009,G,155 min,Japan,1,2000,"#CC3300",true
Title 1958,TV Show,Sci-Fi,1976,TV-PG,97 min,South Korea,0,1970,"#FF0000",true
Title 1959,Movie,Thriller,1952,R,153 min,Australia,2,1950,"#996600",true
Title 1960,Movie,Drama,1965,R,3 Seasons,Germany,5,1960,"#00FF00",false
Title 1961,TV Show,Drama,1993,TV-PG,2 Seasons,India,2,1990,"#996600",false
Title 1962,TV Show,Documentary,1995,PG-13,148 min,Australia,5,1990,"#00FF00",true
Title 1963,Movie,Drama,2016,TV-MA,162 min,Australia,1,2010,"#CC3300",true
Title 1964,TV Show,Romance,1970,PG,122 min,India,3,1970,"#659900",true
Title 1965,TV Show,Horror,1967,PG,2 Seasons,India,2,1960,"#996600",false
Title 1966,Movie,Drama,1962,TV-MA,3 Seasons,South Korea,0,1960,"#FF0000",false
Title 1967,Movie,Documentary,2007,TV-MA,2 Seasons,Canada,5,2000,"#00FF00",false
Title 1968,Movie,Action,1980,TV-PG,3 Seasons,Japan,3,1980,"#659900",false
Title 1969,TV Show,Horror,1976,TV-MA,95 min,South Korea,5,1970,"#00FF00",true
Title 1970,Movie,Action,2018,PG,72 min,United Kingdom,5,2010,"#00FF00",true
Title 1971,Movie,Drama,2017,TV-PG,1 Seasons,India,4,2010,"#32CC00",false
Title 1972,Movie,Action,1993,TV-MA,63 min,Australia,1,1990,"#CC3300",true
Title 1973,TV Show,Sci-Fi,1952,PG,2 Seasons,South Korea,1,1950,"#CC3300",false
Title 1974,Movie,Horror,1980,G,104 min,United States,2,1980,"#996600",true
Title 1975,Movie,Horror,2015,TV-PG,3 Seasons,Canada,5,2010,"#00FF00",false
Title 1976,TV Show,Documentary,1989,G,1 Seasons,India,1,1980,"#CC3300",false
Title 1977,TV Show,Thriller,2013,PG-13,3 Seasons,Japan,2,2010,"#996600",false
Title 1978,TV Show,Documentary,1991,TV-PG,156 min,United Kingdom,0,1990,"#FF0000",true
Title 1979,TV Show,Sci-Fi,1956,G,2 Seasons,Japan,2,1950,"#996600",false
Title 1980,Movie,Sci-Fi,1978,TV-14,2 Seasons,Germany,0,1970,"#FF0000",false
Title 1981,Movie,Comedy,1956,R,79 min,Germany,0,1950,"#FF0000",true
Title 1982,Movie,Sci-Fi,1993,TV-PG,132 min,Japan,0,1990,"#FF0000",true
Title 1983,TV Show,Thriller,1979,PG-13,164 min,Germany,0,1970,"#FF0000",true
Title 1984,TV Show,Documentary,2006,PG-13,165 min,South Korea,0,2000,"#FF0000",true
Title 1985,TV Show,Comedy,1951,TV-MA,1 Seasons,Japan,2,1950,"#996600",false
Title 1986,Movie,Drama,1955,PG-13,65 min,Australia,2,1950,"#996600",true
Title 1987,TV Show,Thriller,2022,R,176 min,Germany,3,2020,"#659900",true
Title 1988,Movie,Romance,1955,PG-13,3 Seasons,India,0,1950,"#FF0000",false
Title 1989,Movie,Documentary,2009,TV-PG,153 min,Australia,0,2000,"#FF0000",true
Title 1990,TV Show,Thriller,2002,TV-PG,98 min,Japan,2,2000,"#996600",true
Title 1991,Movie,Romance,1981,G,61 min,United States,4,1980,"#32CC00",true
Title 1992,TV Show,Thriller,1988,PG,2 Seasons,Germany,1,1980,"#CC3300",false
Title 1993,TV Show,Horror,1975,TV-MA,1 Seasons,United States,3,1970,"#659900",false
Title 1994,TV Show,Romance,2023,PG,3 Seasons,Canada,0,2020,"#FF0000",false
Title 1995,Movie,Horror,1972,R,1 Seasons,Canada,1,1970,"#CC3300",false
Title 1996,TV Show,Sci-Fi,2002,G,120 min,Canada,4,2000,"#32CC00",true
Title 1997,Movie,Documentary,1990,R,129 min,Canada,2,1990,"#996600",true
